"","ID","enumerator","date","district","sub","trader.q3","trader.q4","trader.q5","trader.q6","trader.q7","trader.q8","trader.q9","trader.q10","trader.q11","trader.q12","trader.q14","trader.q16","trader.q17","trader.q18.Bongo","trader.q18.Ghee","trader.q18.Other","trader.q19","trader.q20","trader.q21","trader.q22","trader.q23","trader.q24","trader.q25","trader.q26","trader.q27","trader.q28","trader.q29","trader.q30","trader.q31","trader.q33","trader.q35","trader.q36","trader.q37","trader.q38","trader.q39","trader.q40","trader.q41","trader.q42","trader.q43","trader.q44","trader.q45","trader.q46","trader.q47","trader.q48","trader.q49","trader.q50","trader.q51","trader.q52","trader.q53","trader.q54","trader.q55","trader.q56","trader.q57","trader.q58","trader.q59","trader.q60.1","trader.q60.2","trader.q60.3","trader.q60.4","trader.q60.5","trader.q60.96","trader.q61","trader.q62","trader.q63","trader.q64","trader.q65","trader.q66","trader.q67","trader.q68","trader.q69","trader.q70","trader.q71","trader.q72","trader.q73","trader.q74","trader.q75","trader.q76","trader.q77","trader.q78","trader.q80","trader.q81","trader.q82","trader.q83","trader.q83b","trader.q84","trader.q85","trader.q85b","trader.q86","trader.q87","trader.q88","trader.q89","trader.q91","trader.q92","trader.q93","trader.q94","trader.q95","trader.q96","trader.q97","trader.q98","trader.q99.1","trader.q99.2","trader.q99.3","trader.q99.4","trader.q100","trader.q101","trader.q102","trader.q103","shed"
"385","T_385","EN_15","9/16/2018","MASINDI","KIMENGO",22,"Male",1,"No","4",6,2,2,"MASINDI","KIJUNJUBWA",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,1,3,"n/a","2","2","1","No","No",800,1,1,410,0,0,0,0,0,0,0,0,1000,1,1,40,0,0,0,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,1,0,0,3,2,3,"Yes",200,98,1,"Yes","Yes","Yes","11:33:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","50","40","1","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"386","T_386","EN_12","9/16/2018","MASINDI","MIDUMA",33,"Male",2,"Yes","n/a",3,4,2,"MASINDI","KIJUNJUBWA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",20,4,2,"1","n/a","1","1","No","No",900,1,15,999,0,0,999,999,999,0,0,999,600,1,2,40,0,0,0,38,0,0,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,1,2,1,0,1,0,2,3,"No",100,1,1,"Yes","Yes","Yes","09:20:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","50","40","2","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"387","T_387","EN_13","9/16/2018","KYANKWANZI","KYANKWANZI",58,"Male",5,"Yes","n/a",4,3,1,"KYANKWANZI","KAYANKWAZI",1,1,"No","n/a","n/a","n/a","Yes","2","1/1/2017","1/1/2017",3,5,3,"2","n/a","1","2","Yes","Yes",800,1,3,10,0,0,10,0,0,0,0,0,500,1,3,20,0,0,20,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,0,1,0,0,1,2,"n/a",18,4,2,"Yes","Yes","Yes","09:18:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","200","18","2","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"388","T_388","EN_14","9/14/2018","KYANKWANZI","NSAMBYA",32,"Male",4,"No","3",9,2,2,"KYANKWANZI","NSAMBYA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,3,2,"n/a","2","2","3","Yes","No",1000,1,12,80,0,0,80,0,0,0,0,0,400,1,8,200,0,0,200,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,0,1,1,0,0,2,"n/a",100,3,2,"Yes","Yes","Yes","10:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","130","2","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"389","T_389","EN_14","9/15/2018","KYANKWANZI","KYANKWANZI",22,"Male",5,"No","3",11,2,2,"KYANKWANZI","KYANKWANZI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,10,10,"n/a","2","2","3","No","No",1000,1,1,4,0,0,0,10,0,5,0,2,600,1,1,20,0,6,0,20,0,0,0,2,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,1,0,1,1,1,0,2,"n/a",40,1,1,"Yes","Yes","Yes","09:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","100","20","1","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"390","T_390","EN_14","9/15/2018","KYANKWANZI","BUTEMBA",25,"Male",2,"Yes","n/a",5,3,96,"KYANKWANZI","BUTEMBA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,2,2,"n/a","2","3","3","No","Yes",600,1,1,20,0,0,0,1,0,0,0,1,500,1,1,25,0,0,0,22,0,0,0,3,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,1,0,2,0,1,0,0,0,2,"n/a",60,1,3,"Yes","Yes","Yes","08:30:00.000+03","1","5","1","n/a","n/a","n/a","n/a","n/a","100","20","5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"391","T_391","EN_20","9/16/2018","KYANKWANZI","KYANKWANZI",20,"Male",2,"No","4",14,3,4,"KYANKWANZI","KYANKWANZI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,10,8,"n/a","2","3","2","No","No",1200,1,1,250,0,0,200,0,0,0,0,10,1000,1,1,350,0,0,200,0,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,0,0,1,0,1,0,2,3,"Yes",150,3,1.5,"Yes","Yes","Yes","07:30:00.000+03","1","5","1","n/a","n/a","n/a","n/a","n/a","50","300","1","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"392","T_392","EN_2","9/15/2018","KYANKWANZI","KYANKWANZI",45,"Male",1,"Yes","n/a",10,2,2,"KYANKWANZI","KYANKWANZI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,5,3,"n/a","2","2","3","No","Yes",1100,1,6,30,0,0,30,0,0,0,0,1,1000,1,6,60,0,0,58,0,0,0,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,3,0,1,0,0,0,2,"n/a",20,3,1,"Yes","Yes","Yes","09:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","10","10","4","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"393","T_393","EN_13","9/16/2018","MASINDI","CENTRAL DIVISION",19,"Male",4,"Yes","n/a",4,3,1,"MASINDI","MASINDI",4,1,"Yes","TRUE","FALSE","FALSE","No","n/a","1/1/2015","1/1/2016",50,12,8,"1","n/a","1","1","Yes","Yes",1400,3,2,55,0,55,0,0,0,0,0,5,1200,3,2,70,0,65,0,0,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,0,0,0,1,1,1,96,"n/a",60,96,3,"Yes","Yes","No","10:16:00.000+03","n/a","n/a","n/a","1","1","2","1","2","n/a","n/a","n/a","n/a","150","60","9","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"394","T_394","EN_13","9/17/2018","MASINDI","CENTRAL DIVISION",32,"Female",6,"Yes","n/a",10,4,4,"MASINDI","CENTRAL  DIVISION",1,1,"Yes","TRUE","TRUE","FALSE","Yes","40","1/1/2012","1/1/2014",23,25,15,"1","n/a","1","2","Yes","Yes",1600,1,2,200,0,100,0,0,90,0,0,10,1400,1,6,250,50,50,0,0,100,40,5,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,3,1,0,1,2,1,4,"n/a",250,1,3,"Yes","Yes","Yes","08:55:00.000+03","n/a","n/a","n/a","1","1","1","1","2","n/a","n/a","n/a","n/a","200","250","8","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"395","T_395","EN_14","9/15/2018","KYANKWANZI","BUTEMBA",40,"Male",2,"Yes","n/a",4,1,96,"KYANKWANZI","BUTEMBA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,999,30,"n/a","3","3","3","Yes","Yes",900,1,3,120,0,0,0,160,0,0,0,2,600,1,3,290,0,0,0,200,0,0,0,2,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,11,1,1,1,1,1,3,"Yes",300,6,1.5,"Yes","Yes","Yes","10:02:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","100","280","8","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","Yes","600000","Yes","Bought a cow","C"
"396","T_396","EN_14","9/15/2018","KYANKWANZI","KYANKWANZI",40,"Male",4,"Yes","n/a",8,1,2,"KYANKWANZI","KYANKWANZI",96,1,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,8,3,"3","n/a","3","3","No","No",1000,1,6,120,0,3,0,200,0,0,0,2,600,1,8,200,0,3,0,197,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,1,0,1,0,0,3,"Yes",250,6,4,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","1","1","4","1","3","n/a","n/a","n/a","n/a","100","200","5","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"397","T_397","EN_8","9/16/2018","MASINDI","KIMENGO",25,"Male",1,"Yes","n/a",4,2,2,"MASINDI","999",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,5,2,"2","n/a","3","1","No","No",900,1,6,80,0,0,80,0,0,0,0,0,500,1,8,240,0,0,200,0,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,11,1,0,1,0,1,3,"Yes",260,3,2,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","200","80","4.8","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"398","T_398","EN_9","9/16/2018","MASINDI","KIMENGO",31,"Male",1,"Yes","n/a",10,2,5,"MASINDI","KIMENGO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",30,3,1,"n/a","2","1","1","Yes","No",1100,1,6,300,0,0,200,0,0,0,0,5,1000,1,10,600,0,0,200,0,0,0,0,8,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,1,1,0,0,3,"No",160,3,1,"Yes","Yes","Yes","09:34:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","50","600","3.2","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"399","T_399","EN_14","9/16/2018","MASINDI","KIMENGO",35,"Male",4,"No","3",12,1,1,"MASINDI","KIMENGO",96,2,"No","n/a","n/a","n/a","Yes","100","1/1/2014","1/1/2014",100,10,15,"n/a","1","1","1","No","No",800,1,2,8,0,0,0,168,0,0,0,0,600,1,6,200,0,0,0,200,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,20,2,1,1,1,0,3,"Yes",300,1,4,"Yes","Yes","Yes","10:07:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","250","5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"400","T_400","EN_19","9/16/2018","MASINDI","MIDUMA",26,"Male",1,"Yes","n/a",10,2,2,"NAKASEKE","KINYOGOGA",2,2,"No","n/a","n/a","n/a","No","n/a","1/1/2011","1/1/2011",100,20,8,"n/a","1","1","1","Yes","Yes",1000,1,10,50,0,0,0,50,0,0,0,0,1000,1,10,200,0,0,0,0,200,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,20,1,1,3,0,2,3,"Yes",200,6,6,"Yes","Yes","Yes","10:37:00.000-06","1","3","3","n/a","n/a","n/a","n/a","n/a","50","200","15","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"401","T_401","EN_14","9/16/2018","MASINDI","KIMENGO",33,"Male",1,"Yes","n/a",6,1,1,"MASINDI","KIMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",100,3,5,"2","2","2","2","No","No",900,1,7,100,0,0,100,0,0,0,0,0,800,1,7,150,0,0,150,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,0,1,0,0,3,"Yes",280,3,7,"Yes","Yes","Yes","09:37:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"402","T_402","EN_11","9/17/2018","MASINDI","MASIND",25,"Male",2,"Yes","n/a",10,2,2,"MASINDI","MASIND",1,1,"Yes","FALSE","FALSE","TRUE","No","n/a","1/1/2007","1/1/2010",80,8,4,"1","n/a","1","1","Yes","No",1500,1,5,106,0,0,0,106,0,0,0,5,700,1,12,300,0,0,0,200,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,15,1,1,2,0,2,3,"Yes",260,1,1,"Yes","Yes","Yes","07:32:00.000+03","n/a","n/a","n/a","1","1","3","1","2","n/a","n/a","n/a","n/a","200","220","1.6","Yes","2","Yes","Yes","Yes","TRUE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"403","T_403","EN_11","9/17/2018","MASINDI","MASIND KIMENGO",27,"Male",2,"Yes","n/a",4,1,2,"MASINDI","MASIND",1,1,"Yes","FALSE","FALSE","TRUE","No","n/a","1/1/2014","1/1/2014",80,6,3,"1","n/a","1","1","Yes","Yes",1400,1,5,140,0,0,0,140,0,0,0,10,500,1,10,300,0,0,0,200,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,2,1,10,1,0,1,0,3,3,"Yes",200,1,1,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","100","250","10","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"404","T_404","EN_11","9/17/2018","MASINDI","KIMENGO",35,"Male",6,"Yes","n/a",5,2,2,"MASINDI","KIMENGO",1,1,"No","n/a","n/a","n/a","Yes","80","1/1/2015","1/1/2015",100,13,5,"1","n/a","1","1","Yes","Yes",1250,1,8,85,0,0,0,2,0,0,0,5,600,1,20,350,0,0,0,2,0,0,0,7,1,"1","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0,0,0,16,2,0,1,0,2,3,"Yes",200,1,3,"Yes","Yes","Yes","07:30:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","200","200","5","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"405","T_405","EN_20","9/16/2018","KYANKWANZI","KYANKWANZI",31,"Male",1,"Yes","n/a",6,2,5,"KYANKWANZI","BUTEMBA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,3,3,"2","3","2","2","No","No",1100,1,8,120,0,0,50,100,0,0,0,5,600,1,10,200,0,0,100,150,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,8,1,0,1,0,0,3,"Yes",200,1,2,"Yes","Yes","Yes","09:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"406","T_406","EN_20","9/16/2018","KYANKWANZI","KYANKWANZI",24,"Male",4,"No","3",8,2,2,"KYANKWANZI","KYANKWANZI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,10,8,"2","2","2","3","Yes","No",1100,1,6,150,0,10,140,0,0,0,0,10,600,1,7,300,0,20,200,0,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,7,1,0,3,0,0,3,"No",150,3,1,"Yes","Yes","Yes","09:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"407","T_407","EN_20","9/16/2018","KYANKWANZI","KYANKWANZI",18,"Male",4,"No","3",8,1,2,"KYANKWANZI","KYANKWANZI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,10,4,"3","2","3","1","Yes","Yes",1200,1,6,130,0,0,100,0,0,0,0,5,800,1,10,250,0,0,200,0,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,8,1,0,1,2,1,3,"No",180,3,2,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"408","T_408","EN_15","9/16/2018","MASINDI","HHDIR",17,"Male",3,"No","1",8,2,2,"MASINDI","KIMENGO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,4,4,"n/a","2","2","1","No","Yes",600,1,1,43,0,0,0,0,0,0,0,0,400,1,1,43,0,0,0,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,3,0,1,0,1,1,2,"n/a",100,1,999,"Yes","Yes","Yes","11:56:00.000+03","1","5","3","n/a","n/a","n/a","n/a","n/a","32","43","1.5","Seller","n/a","n/a","n/a","Yes","1","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"409","T_409","EN_20","9/16/2018","MASINDI","KIMENGO",32,"Male",1,"Yes","n/a",10,1,2,"MASINDI","KIMENGO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,3,3,"n/a","1","1","98","No","No",900,96,1,0,0,0,0,0,0,0,0,0,500,1,1,80,0,0,80,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,4,0,1,1,2,2,2,"n/a",80,3,0.5,"Yes","Yes","Yes","11:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","35","80","8.3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"410","T_410","EN_15","9/16/2018","MASINDI","KIMENGO",19,"Male",3,"Yes","n/a",1,2,2,"NAKASEKE","LWABIYATA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,2,3,"n/a","2","2","2","No","No",1000,1,1,200,0,0,0,0,0,0,0,0,500,1,1,400,0,0,0,0,0,0,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,14,3,0,1,1,0,3,"Yes",300,1,2,"Yes","Yes","Yes","12:12:00.000+03","1","5","3","n/a","n/a","n/a","n/a","n/a","40","350","1.5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"411","T_411","EN_20","9/16/2018","MASINDI","KIMENGO",33,"Male",5,"Yes","n/a",4,1,2,"MASINDI","KIMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,3,5,"3","3","1","1","No","Yes",900,1,13,100,0,0,0,90,0,0,0,5,600,1,13,200,0,0,0,200,0,0,0,5,1,"1","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",4,0,0,16,2,0,1,3,5,3,"Yes",180,1,3,"Yes","Yes","Yes","11:20:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"412","T_412","EN_20","9/16/2018","MASINDI","KIMENGO",35,"Male",1,"Yes","n/a",10,1,2,"MASINDI","KIMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2011","1/1/2011",100,8,5,"2","2","1","3","No","No",1000,1,7,50,0,0,0,50,0,0,0,3,500,1,7,100,0,0,0,100,0,0,0,3,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,0,1,1,0,3,2,"n/a",100,1,7,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"413","T_413","EN_20","9/16/2018","MASINDI","KIMENGO",20,"Male",2,"Yes","n/a",3,4,1,"NAKASEKE","KINONI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,25,50,"n/a","2","2","2","Yes","No",1200,1,1,100,0,0,0,100,0,0,0,2,600,1,1,250,0,0,100,150,0,0,0,2,1,"1","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0,0,0,17,1,0,1,0,0,3,"Yes",200,1,4,"Yes","Yes","Yes","10:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","40","340","5","Seller","n/a","n/a","n/a","Yes","2","Yes","No","Yes","FALSE","FALSE","FALSE","TRUE","Yes","300000","No","Bought  calf","C"
"414","T_414","EN_2","9/15/2018","KYANKWANZI","KYANKWANZI",27,"Male",4,"Yes","n/a",3,4,96,"KYANKWANZI","KYANKWANZI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,20,999,"n/a","2","2","3","No","Yes",600,1,8,100,0,0,100,0,0,0,0,2,1100,1,8,160,0,0,158,0,0,0,0,2,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,0,1,0,0,3,"No",70,6,1,"Yes","Yes","Yes","09:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","70","100","1","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","Yes","200000","No","Home use","C"
"415","T_415","EN_2","9/15/2018","KYANKWANZI","KYANKWANZI",22,"Male",2,"No","3",13,1,2,"KYANKWANZI","KYANKWANZI",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,4,1,"n/a","1","1","1","No","No",999,1,12,167,0,0,167,0,0,0,0,0,600,1,16,230,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,1,1,1,0,3,"Yes",200,6,3,"Yes","Yes","Yes","10:10:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","40","20","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","200000","Yes","Buying a calf","C"
"416","T_416","EN_2","9/16/2018","MASINDI","KIMENGO",22,"Male",4,"Yes","n/a",1,4,4,"MASINDI","KIMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,20,20,"2","2","3","3","Yes","No",1100,5,10,250,0,0,0,200,0,0,0,3,800,1,10,300,0,0,0,200,0,0,0,4,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,0,1,0,1,3,"No",140,3,1,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","TRUE","Yes","250000","No","Home problems","C"
"417","T_417","EN_1","9/15/2018","KYANKWANZI","BUTEMBA",31,"Male",1,"No","3",9,1,2,"KYANKWANZI","BUTEMBA ",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"n/a","1","1","1","No","Yes",1200,1,1,10,0,0,10,0,0,0,0,0,1000,1,1,20,0,0,20,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,0,0,1,0,2,1,"n/a",40,4,0.5,"Yes","Yes","Yes","08:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","10","20","0.7","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"418","T_418","EN_2","9/16/2018","MASINDI","KIMENGO",30,"Male",1,"Yes","n/a",15,1,2,"MASINDI","KIMENGO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",100,30,20,"2","n/a","2","3","No","Yes",1000,1,3,30,0,0,0,1,0,0,0,5,700,1,6,120,0,0,0,100,0,0,0,6,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,0,1,1,0,0,2,"n/a",5,1,4,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","100","110","10","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","100000","Yes","Repairing my transport means","C"
"419","T_419","EN_1","9/15/2018","KYANKWANZI","BUTEMBA",38,"Male",3,"Yes","n/a",7,2,96,"KYANKWANZI","MULAGI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2005","1/1/2005",100,999,999,"2","2","2","2","No","Yes",1200,1,15,150,80,0,100,0,0,0,0,0,600,1,15,240,80,0,120,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,4,1,0,1,2,1,3,"Yes",240,4,1,"Yes","Yes","Yes","09:02:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","Yes","3000000","No","Bought land","C"
